obj_combo,geoscore,att_type,att_score,material_score,total_score
"('wood_long_endPoint.ply', 'wood_wheel.ply')",0.2517086040463765,None,inf,0,inf
"('wood_wheel.ply', 'foam_triangle.ply')",0.24975581075618766,None,inf,0,inf
"('popcorn.ply', 'foam_triangle.ply')",0.2500409696804574,None,inf,0,inf
"('coin.ply', 'popcorn.ply')",0.24990108086380403,None,inf,0,inf
"('wood_wheel.ply', 'coin.ply')",0.24956227018702998,None,inf,0,inf
"('pizza.ply', 'popcorn.ply')",0.24995999255651596,None,inf,0,inf
"('plastic_claw.ply', 'pizza.ply')",0.25004704373646147,None,inf,0,inf
"('pizza.ply', 'plastic_claw.ply')",0.2502847456008593,None,inf,0,inf
"('wood_long_endPoint.ply', 'foam_triangle.ply')",0.2513346903685879,None,inf,0,inf
"('pizza.ply', 'gripper_sleeve.ply')",0.25130826367960174,None,inf,0,inf
"('tongs.ply', 'wood_long_endPoint.ply')",0.2516333564662847,None,inf,0,inf
"('pizza.ply', 'wood_wheel.ply')",0.2505575711561273,None,inf,0,inf
"('foam_triangle.ply', 'coin.ply')",0.24945349346535076,None,inf,0,inf
"('square_cardboard.ply', 'plastic_claw.ply')",0.2526019531083754,None,inf,0,inf
"('popcorn.ply', 'wood_wheel.ply')",0.25041295867423274,None,inf,0,inf
"('coin.ply', 'pizza.ply')",0.2500538034143327,None,inf,0,inf
"('plastic_claw.ply', 'wood_long_endPoint.ply')",0.2520687061414545,None,inf,0,inf
"('gripper_sleeve.ply', 'pizza.ply')",0.2497268055239995,None,inf,0,inf
"('wood_long_endPoint.ply', 'pizza.ply')",0.25126174054758194,None,inf,0,inf
"('pizza.ply', 'wood_long_endPoint.ply')",0.2521349447673967,None,inf,0,inf
"('plastic_claw.ply', 'foam_triangle.ply')",0.2501196408897085,None,inf,0,inf
"('plastic_claw.ply', 'wood_wheel.ply')",0.2504917469235993,None,inf,0,inf
"('coin.ply', 'wood_long_endPoint.ply')",0.25207552047218784,None,inf,0,inf
"('gripper_sleeve.ply', 'popcorn.ply')",0.24957428269029638,None,inf,0,inf
"('tongs.ply', 'plastic_claw.ply')",0.2497868380202342,None,inf,0,inf
"('tongs.ply', 'foam_triangle.ply')",0.24968765745915203,None,inf,0,inf
"('foam_triangle.ply', 'popcorn.ply')",0.24942205991571717,None,inf,0,inf
"('gripper_sleeve.ply', 'wood_long_endPoint.ply')",0.2517458787619898,None,inf,0,inf
