Name,Joint,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80,Feature81,Feature82,Feature83,Feature84,Feature85,Feature86,Feature87,Feature88,Feature89,Feature90,Feature91,Feature92,Feature93,Feature94,Feature95,Feature96,Feature97,Feature98,Feature99,Feature100,Feature101,Feature102,Feature103,Feature104,Feature105,Feature106,Feature107,Feature108,Feature109,Feature110,Feature111,Feature112,Feature113,Feature114,Feature115,Feature116,Feature117,Feature118,Feature119,Feature120,Feature121,Feature122,Feature123,Feature124,Feature125,Feature126,Feature127,Feature128,Feature129,Feature130,Feature131,Feature132,Feature133,Feature134,Feature135,Feature136,Feature137,Feature138,Feature139,Feature140,Feature141,Feature142,Feature143,Feature144,Feature145,Feature146,Feature147,Feature148,Feature149,Feature150,Feature151,Feature152,Feature153,Feature154,Feature155,Feature156,Feature157,Feature158,Feature159,Feature160,Feature161,Feature162,Feature163,Feature164,Feature165,Feature166,Feature167,Feature168,Feature169,Feature170,Feature171,Feature172,Feature173,Feature174,Feature175,Feature176,Feature177,Feature178,Feature179,Feature180,Feature181,Feature182,Feature183,Feature184,Feature185,Feature186,Feature187,Feature188,Feature189,Feature190,Feature191,Feature192,Feature193,Feature194,Feature195,Feature196,Feature197,Feature198,Feature199,Feature200,Feature201,Feature202,Feature203,Feature204,Feature205,Feature206,Feature207,Feature208,Feature209,Feature210,Feature211,Feature212,Feature213,Feature214,Feature215,Feature216,Feature217,Feature218,Feature219,Feature220,Feature221,Feature222,Feature223,Feature224,Feature225,Feature226,Feature227,Feature228,Feature229,Feature230,Feature231,Feature232,Feature233,Feature234,Feature235,Feature236,Feature237,Feature238,Feature239,Feature240,Feature241,Feature242,Feature243,Feature244,Feature245,Feature246,Feature247,Feature248,Feature249,Feature250,Feature251,Feature252,Feature253,Feature254,Feature255,Feature256,Feature257,Feature258,Feature259,Feature260,Feature261,Feature262,Feature263,Feature264,Feature265,Feature266,Feature267,Feature268,Feature269,Feature270,Feature271,Feature272,Feature273,Feature274,Feature275,Feature276,Feature277,Feature278,Feature279,Feature280,Feature281,Feature282,Feature283,Feature284,Feature285,Feature286,Feature287,Feature288,Feature289,Feature290,Feature291,Feature292,Feature293,Feature294,Feature295,Feature296,Feature297,Feature298,Feature299,Feature300,Feature301,Feature302,Feature303,Feature304,Feature305,Feature306,Feature307,Feature308,Feature309,Feature310,Feature311,Feature312,Feature313,Feature314,Feature315,Feature316,Feature317,Feature318,Feature319,Feature320,Feature321,Feature322,Feature323,Feature324,Feature325,Feature326,Feature327,Feature328,Feature329,Feature330,Feature331,Feature332,Feature333,Feature334,Feature335,Feature336,Feature337,Feature338,Feature339,Feature340,Feature341,Feature342,Feature343,Feature344,Feature345,Feature346,Feature347,Feature348,Feature349,Feature350,Feature351,Feature352
kitchenknife_5_3dwh.ply,fixed,0.0403875,0,0,0,0,0,0,0,0,0.000000029,0.320384,0.289364,2.59068E-008,0,0,0,0,0,0,0,3.99591E-011,0.0467802,0.00153548,0,0,0,0,0,0,0,0,8.79101E-010,0.0237767,0.0237301,9.1906E-010,0,0,0,0,0,0,0,0,0.00151074,0.000880078,0,0,0,0,0,0,0,0,1.73156E-009,0.019647,0.0138875,1.21209E-009,0,0,0,0,0,0,0,0,0.00166295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111117,0,0,0,0,0,0,0,0,2.19775E-009,0.0247497,0.01752,1.50513E-009,0,0,0,0,0,0,0,0,0.00228634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411652,0,0,0,0,0,0,0,0,3.85872E-008,0.434217,0.317798,2.81978E-008,0,0,0,0,0,0,0,0.000000007,0.146143,0,0,0,0,0,0,0,0,0,0,0.00843498,0.0063686,0,0,0,0,0,0,0,0,0,0.00168631,0.0418478,0,0,0,0,0,0,0,0,2.94898E-008,0.373778,0.329044,0.000000029,0,0,0,0,0,0,0,1.81015E-008,0.233777,0,0,0,0,0,0,0,0,0,0,0.00445777,0.00438321,0,0,0,0,0,0,0,0,0,0.00233709,0.00192881,0,0,0,0,0,0,0,0,2.30431E-009,0.0277204,0.0263939,2.31763E-009,0,0,0,0,0,0,0,9.1906E-010,0.0117676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202374,0,0,0,0,0,0,0,0,2.18443E-009,0.0263879,0.0259455,2.29099E-009,0,0,0,0,0,0,0,8.25822E-010,0.0107337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399965,0,0,0,0,0,0,0,0,2.61066E-008,0.299247,0.295358,2.62798E-008,0,0,0,0,0,0,0,2.27767E-009,0.0620039,0.00686856,0,0,0,0,0,0,0,0,4.19571E-009,0.0482425,0.0476622,4.11579E-009,0,0,0,0,0,0,0,2.66394E-011,0.0074362
fyingpan_4_3dwh.ply,fixed,0.0311897,3.67698E-007,0,0,0,0,0,0,0,1.16613E-005,0.215197,0.255801,1.39331E-005,0,0,0,0,0,0,0,0,0.0259687,0.000145061,0,0,0,0,0,0,0,0,3.7164E-006,0.0703981,0.000576795,0,0,0,0,0,0,0,0,0,0.00843186,0.0275249,1.18189E-007,0,0,0,0,0,0,0,8.45705E-006,0.154499,0.261613,1.42745E-005,0,0,0,0,0,0,0,0,0.0184445,7.93841E-006,0,0,0,0,0,0,0,0,0,0.00313365,0.000166997,0,0,0,0,0,0,0,0,0,0,0.031073,0,0,0,0,0,0,0,0,1.10178E-005,0.197762,0.294723,1.61721E-005,0,0,0,0,0,0,0,7.22263E-008,0.0250189,0,0,0,0,0,0,0,0,0,0,0.00728007,0.00113155,0,0,0,0,0,0,0,0,0,3.14965E-005,0.0359916,0,0,0,0,0,0,0,0,1.28431E-005,0.22856,0.322962,1.78596E-005,0,0,0,0,0,0,0,2.82339E-007,0.0321973,0,0,0,0,0,0,0,0,0,0,0.0113343,0.00218073,0,0,0,0,0,0,0,0,0,0.000162843,0.0361741,0,0,0,0,0,0,0,0,1.28759E-005,0.22915,0.324327,1.79384E-005,0,0,0,0,0,0,0,2.62641E-007,0.0320978,0,0,0,0,0,0,0,0,0,0,0.0113616,0.00217171,0,0,0,0,0,0,0,0,0,0.000152137,0.0312672,0,0,0,0,0,0,0,0,0.000010893,0.195827,0.296975,1.63035E-005,0,0,0,0,0,0,0,1.44453E-007,0.0259024,0,0,0,0,0,0,0,0,0,0,0.00722117,0.00110612,0,0,0,0,0,0,0,0,0,6.14639E-005,0.0272595,9.84904E-008,0,0,0,0,0,0,0,8.41108E-006,0.153487,0.260702,0.000014222,0,0,0,0,0,0,0,0,0.0183472,1.01652E-005,0,0,0,0,0,0,0,0,0,0.00311053,0.000167167,0,0,0,0,0,0,0,0,0,0,0.0315449,3.8083E-007,0,0,0,0,0,0,0,0.000011832,0.217625,0.257793,1.40447E-005,0,0,0,0,0,0,0,0,0.0263569,0.000143556,0,0,0,0,0,0,0,0,3.69018E-006,0.0702066,0.000621015,0,0,0,0,0,0,0,0,0,0.00838086
rod.ply,fixed,0.00196047,0.215338,0.0162746,0,0,0,0,0,0.0607151,0.248488,0.0308167,0.0275442,0.410882,0.0481766,0,0,0,0,0,0.0217686,0.057058,0.00855766,0.000837868,0.00970565,0.000884662,0,0,0,0,0,0.0012954,0.0157362,0.00342639,0.00388507,0.0221666,0.00140432,0,0,0,0,0,0.000241283,0.00164811,0.00170818,6.40106E-005,0.00145795,0.000115334,0,0,0,0,0,0.00616631,0.00180944,0.00300618,0.00118122,0.00224542,0.00152828,0,0,0,0,0,0.00597322,0.000816692,0.0016767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00384472,0.000228341,0,0,0,0,0,0.00761902,0.00303934,0.000187351,0.000181518,0.00794151,0.00133343,0,0,0,0,0,0.00319532,0.00035581,0.000602229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396822,0.0622726,0.0131362,0,0,0,0,0.000231181,0.093355,0.0858814,0.28796,0.260706,0.132676,0.0529581,0,0,0,0,0,0.0578169,0.0221982,0.0624157,0,0.00265277,0,0,0,0,0,0,0.00235231,0.00206759,0.0139905,0.0137365,0.00434673,0.000986854,0,0,0,0,0,0.00190788,0,0.000405791,0.0659285,0.021925,0.0372619,0,0,0,0,5.75463E-005,0.0506615,0.126227,0.281314,0.292401,0.0981041,0.064199,0,0,0,0,0,0.0159491,0.0711378,0.0424287,0.00110293,0,0.000524785,0,0,0,0,0,0.000719825,0.00365102,0.0146946,0.0137844,0.00299021,0.00116739,0,0,0,0,0,0,0.00327437,0,0.00025077,0.000232064,0.00246075,0,0,0,0,0,0.000974678,0.0111082,0.000242445,0.00159054,0.00490952,0.00294008,0,0,0,0,0,0.000344835,0.00537542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195527,0.000453727,0.00223214,0,0,0,0,0,0.00262169,0.00683409,0.000632484,0.00367939,0.00326407,0.00392237,0,0,0,0,0,0.000287548,0.00399766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101879,0.0554992,0.0146058,0,0,0,0,0,0.0500465,0.417483,0.026629,0.0423227,0.246169,0.0384542,0,0,0,0,0,0.0174685,0.228159,0.00207586,0.0023816,0.000204883,0.000649233,0,0,0,0,0,0.00123798,0.0238822,0.00279312,0.00626684,0.0112759,0.000358152,0,0,0,0,0,0.000196719,0.0107129,0.000714513
spatula_1_3dwh.ply,fixed,0.0318662,0,0,0,0,0,0,0,0,8.17329E-008,0.231979,0.227799,8.02948E-008,0,0,0,0,0,0,0,4.49411E-010,0.0328992,0.00808169,0,0,0,0,0,0,0,0,1.67481E-008,0.0531002,0.0610159,1.96842E-008,0,0,0,0,0,0,0,1.79765E-010,0.00751372,0.00104892,0,0,0,0,0,0,0,0,0.000000004,0.0115269,0.00925863,3.32564E-009,0,0,0,0,0,0,0,0,0.00099586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182332,2.99608E-011,0,0,0,0,0,0,0,6.62133E-009,0.0223436,0.0193782,0.000000005,0,0,0,0,0,0,0,0,0.00189069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10649,8.29913E-009,0,0,0,0,0,0,0,8.12835E-008,0.223056,0.568107,2.01516E-007,0,0,0,0,0,0,0,0,0.0312766,0.000478034,0,0,0,0,0,0,0,0,0,0.00586091,0.00704275,0,0,0,0,0,0,0,0,0,0,0.105321,8.1643E-009,0,0,0,0,0,0,0,0.000000088,0.238345,0.559604,1.99149E-007,0,0,0,0,0,0,0,0,0.0341363,0.000423512,0,0,0,0,0,0,0,0,0,0.00731766,0.00807599,0,0,0,0,0,0,0,0,0,0,0.00145168,5.99215E-011,0,0,0,0,0,0,0,5.21317E-009,0.0184564,0.0159191,3.92486E-009,0,0,0,0,0,0,0,0,0.0014381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000864107,0,0,0,0,0,0,0,0,3.77505E-009,0.0106496,0.00782111,2.81631E-009,0,0,0,0,0,0,0,0,0.000926255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320775,0,0,0,0,0,0,0,0,8.23321E-008,0.233348,0.228617,8.06843E-008,0,0,0,0,0,0,0,3.59529E-010,0.0329799,0.0087559,0,0,0,0,0,0,0,0,1.86056E-008,0.0570033,0.0646758,2.13321E-008,0,0,0,0,0,0,0,1.79765E-010,0.00824568
pliers_2_seg.ply,revolute,0.33518,1.01816E-008,0,0,0,0,0,0,0,0,0,0.344498,1.1162E-008,0,0,0,0,0,0,0,0,0,0.0247588,1.13128E-009,0,0,0,0,0,0,0,0,0,0.0257686,7.54189E-010,0,0,0,0,0,0,0,0,0,0.0511673,1.24441E-009,0,0,0,0,0,0,0,0,0,0.0512333,1.69693E-009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716876,2.26257E-009,0,0,0,0,0,0,0,0,0,0.0716837,1.84776E-009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348327,1.07849E-008,0,0,0,0,0,0,0,0,0,0.348508,1.16145E-008,0,0,0,0,0,0,0,0,0,0.0121218,0,0,0,0,0,0,0,0,0,0,0.0120797,0,0,0,0,0,0,0,0,0,0,0.35358,1.05964E-008,0,0,0,0,0,0,0,0,0,0.35355,1.06718E-008,0,0,0,0,0,0,0,0,0,0.0120899,0,0,0,0,0,0,0,0,0,0,0.0119955,0,0,0,0,0,0,0,0,0,0,0.0711626,1.84776E-009,0,0,0,0,0,0,0,0,0,0.0704912,1.81005E-009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511697,1.47067E-009,0,0,0,0,0,0,0,0,0,0.0524673,1.77234E-009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341562,9.08798E-009,0,0,0,0,0,0,0,0,0,0.354137,1.05586E-008,0,0,0,0,0,0,0,0,0,0.0250529,0.000000001,0,0,0,0,0,0,0,0,0,0.0260811,6.03351E-010,0,0,0,0,0,0,0,0,0
pliers.ply,revolute,0.337103,0,0,0,0,0,0,0,0,0,0,0.358349,0,0,0,0,0,0,0,0,0,0,0.0212033,4.39178E-010,0,0,0,0,0,0,0,0,0,0.0237495,1.46393E-010,0,0,0,0,0,0,0,0,0,0.0487372,0,0,0,0,0,0,0,0,0,0,0.0492367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681223,0,0,0,0,0,0,0,0,0,0,0.0682759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344911,0,0,0,0,0,0,0,0,0,0,0.344856,0,0,0,0,0,0,0,0,0,0,0.0125224,0,0,0,0,0,0,0,0,0,0,0.0124769,0,0,0,0,0,0,0,0,0,0,0.350045,3.65982E-011,0,0,0,0,0,0,0,0,0,0.350242,0,0,0,0,0,0,0,0,0,0,0.012501,0,0,0,0,0,0,0,0,0,0,0.0124049,0,0,0,0,0,0,0,0,0,0,0.0685387,0,0,0,0,0,0,0,0,0,0,0.0677748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486875,0,0,0,0,0,0,0,0,0,0,0.0489702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339792,0,0,0,0,0,0,0,0,0,0,0.358522,0,0,0,0,0,0,0,0,0,0,0.0221786,2.19589E-010,0,0,0,0,0,0,0,0,0,0.0238923,0,0,0,0,0,0,0,0,0,0
mug_3_3dwh.ply,fixed,0.0144285,0,0,0,0,0,0,0,0,6.0686E-011,0.295441,0.293126,4.04573E-011,0,0,0,0,0,0,0,0,0.0146335,0,0,0,0,0,0,0,0,0,0,0.0213975,0.021281,0,0,0,0,0,0,0,0,0,6.65785E-006,0.0140478,0,0,0,0,0,0,0,0,0,0.228911,0.229508,0,0,0,0,0,0,0,0,0,0.0140296,0,0,0,0,0,0,0,0,0,0,0.0110667,0.0110979,0,0,0,0,0,0,0,0,0,0,0.0116114,0,0,0,0,0,0,0,0,0,0.177128,0.178102,0,0,0,0,0,0,0,0,0,0.0116292,0.00645454,0,0,0,0,0,0,0,0,1.7507E-006,0.0473906,0.0470613,1.15023E-006,0,0,0,0,0,0,0,0,0.00656168,0.0176994,0,0,0,0,0,0,0,0,0,0.276671,0.275286,0,0,0,0,0,0,0,0,0,0.0177296,0.00525534,0,0,0,0,0,0,0,0,2.98963E-006,0.0563815,0.0569572,2.43957E-006,0,0,0,0,0,0,0,0,0.00514317,0.0024335,0,0,0,0,0,0,0,0,0,0.181031,0.183783,0,0,0,0,0,0,0,0,0,0.00236812,0.00122614,0,0,0,0,0,0,0,0,0,0.0422383,0.0419442,0,0,0,0,0,0,0,0,0,0.00125532,0.01583,0,0,0,0,0,0,0,0,0,0.26809,0.265034,0,0,0,0,0,0,0,0,0,0.0160661,0.00285003,0,0,0,0,0,0,0,0,0,0.0436798,0.0431543,0,0,0,0,0,0,0,0,0,0.0028499,0.0105737,2.02287E-011,0,0,0,0,0,0,0,4.04573E-011,0.194265,0.193643,5.76517E-010,0,0,0,0,0,0,0,0,0.010385,1.46601E-005,0,0,0,0,0,0,0,0,0,0.00696307,0.006931,0,0,0,0,0,0,0,0,0,0,0.0200111,0,0,0,0,0,0,0,0,0.000000101,0.313011,0.316564,2.33661E-007,0,0,0,0,0,0,0,0,0.0195976,0,0,0,0,0,0,0,0,0,0,0.0258642,0.0262588,0,0,0,0,0,0,0,0,0,0
chopstick_7_3dwh.ply,fixed,0.0293595,0,0,0,0.00475915,0.207799,0,0,0,0.000050904,0.22889,0.214306,4.69035E-005,0,0,0.00486315,0.209651,0,0,0,0.000001795,0.0391839,0.000518253,0,0,0,0.000658119,0.0350961,0,0,0,6.92462E-006,0.0203683,0.0109757,1.0292E-006,0,0,0.000992889,0.0432272,0,0,0,1.28377E-007,0.0027632,0.000250434,0,0,0,0.000119844,0.0048598,0,0,0,7.7239E-007,0.0034936,0.0027772,6.44844E-007,0,0,0.000104765,0.00479889,0,0,0,0,0.000278421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231002,0,0,0,0.000119875,0.00434997,0,0,0,1.02727E-006,0.00494412,0.0039006,7.70054E-007,0,0,8.97712E-005,0.00354625,0,0,0,2.56235E-007,0.0014206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047254,0,0,0,0.00382538,0.161145,0,0,0,7.79416E-005,0.353605,0.341345,7.50109E-005,0,0,0.0038309,0.164065,0,0,0,3.45766E-006,0.062157,0,0,0,0,0,0.00203487,0,0,0,0,0.0131379,0.0136507,0,0,0,0,0.00116971,0,0,0,0,0.000691938,0.0508577,2.5556E-007,0,0,0.00358054,0.153423,0,0,0,8.08625E-005,0.362273,0.357206,7.95623E-005,0,0,0.00378853,0.158856,0,0,0,0,0.0524059,7.08377E-005,0,0,0,0,0.00151946,0,0,0,0,0.0132875,0.0137149,0,0,0,0,0.00159248,0,0,0,0,0,0.000214286,0,0,0,0.000179729,0.00697333,0,0,0,3.84664E-007,0.00186423,0.00252163,5.12314E-007,0,0,0.000164567,0.00635597,0,0,0,0,0.000212213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000360431,0,0,0,0.000149905,0.00580322,0,0,0,5.15636E-007,0.00244081,0.0028101,6.45259E-007,0,0,0.000149774,0.00594935,0,0,0,0,0.000224151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316969,0,0,0,0.00504263,0.213655,0,0,0,4.76744E-005,0.219441,0.228729,5.05898E-005,0,0,0.00475722,0.206005,0,0,0,1.28221E-007,0.0312859,0.00233058,0,0,0,0.000897938,0.0375353,0,0,0,1.37562E-005,0.0164134,0.0190907,3.59128E-006,0,0,0.000748626,0.0349635,0,0,0,4.03881E-006,0.00267019
fyingpan_3_3dwh.ply,fixed,0.0198643,1.09623E-007,0,0,0,0,0,0,0,0.000008851,0.264958,0.209079,6.88593E-006,0,0,0,0,0,0,0,0,0.0310938,0,0,0,0,0,0,0,0,0,2.62283E-006,0.080357,0,0,0,0,0,0,0,0,0,0,0.0103019,0.0221767,4.87212E-008,0,0,0,0,0,0,0,4.90054E-006,0.150928,0.242381,7.99434E-006,0,0,0,0,0,0,0,0,0.0162203,1.16209E-007,0,0,0,0,0,0,0,0,0,0.000319269,1.74823E-006,0,0,0,0,0,0,0,0,0,0,0.0280987,1.62404E-008,0,0,0,0,0,0,0,6.80879E-006,0.205868,0.293504,9.71177E-006,0,0,0,0,0,0,0,4.0601E-009,0.0226333,2.52334E-006,0,0,0,0,0,0,0,0,0,0.00393322,0.000437106,0,0,0,0,0,0,0,0,0,2.47306E-006,0.0327996,0,0,0,0,0,0,0,0,8.41248E-006,0.250474,0.325699,1.08324E-005,0,0,0,0,0,0,0,7.7142E-008,0.0298671,0,0,0,0,0,0,0,0,0,0,0.0087501,0.00146615,0,0,0,0,0,0,0,0,0,5.96246E-005,0.0330381,0,0,0,0,0,0,0,0,8.34349E-006,0.248617,0.32728,1.09014E-005,0,0,0,0,0,0,0,7.30818E-008,0.0295475,0,0,0,0,0,0,0,0,0,0,0.00870753,0.00149909,0,0,0,0,0,0,0,0,0,5.63476E-005,0.0279983,8.12021E-009,0,0,0,0,0,0,0,6.74383E-006,0.204105,0.294345,9.74425E-006,0,0,0,0,0,0,0,8.12021E-009,0.0224855,1.75346E-006,0,0,0,0,0,0,0,0,0,0.00395219,0.000461212,0,0,0,0,0,0,0,0,0,4.47859E-006,0.0226347,0.000000069,0,0,0,0,0,0,0,0.000004933,0.151639,0.241671,7.96186E-006,0,0,0,0,0,0,0,0,0.0163736,0,0,0,0,0,0,0,0,0,0,0.000334215,1.97287E-006,0,0,0,0,0,0,0,0,0,0,0.01972,1.09623E-007,0,0,0,0,0,0,0,8.07148E-006,0.248561,0.208391,6.86157E-006,0,0,0,0,0,0,0,0,0.028258,0,0,0,0,0,0,0,0,0,2.50519E-006,0.0769844,0,0,0,0,0,0,0,0,0,0,0.00984784
chopstick_2_3dwh.ply,fixed,0.0067133,0,0,0,0.0123939,0.30103,6.39619E-005,0,0,9.43574E-005,0.13842,0.0674655,4.75394E-005,0,0,0.0145465,0.341245,0,0,0,1.62368E-005,0.0395248,0.000166342,0,0,0,0.00181457,0.0538517,0.000523104,0,0,4.49591E-006,0.00357412,0.000981252,3.21716E-007,0,8.07678E-005,0.00178757,0.0545,0.000422692,0,0,1.05353E-006,0.0022177,0.000158862,0,0,0,0,0.000237303,0,0,0,8.69449E-006,0.0130851,0.00684266,0.000004346,0,0,0,0.000243167,0,0,0,3.55585E-006,0.00564962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194842,0,0,0,0.000183952,0.00412247,0,0,0,6.32617E-006,0.00963095,0.0074221,5.13626E-006,0,0,0.000105072,0.00277289,0,0,0,3.16075E-006,0.00467355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307613,0,0,0,0.00912656,0.216897,4.11623E-006,0,0,0.000208092,0.312475,0.242433,0.000168072,0,0,0.00852791,0.207897,3.3591E-007,0,0,4.98099E-005,0.109337,0,0,0,0,0,0.00654962,0,0,0,0,0.00844049,0.00766607,0,0,0,0,0.00501985,0,0,0,0,0.00239151,0.0320205,0,0,0,0.00263542,0.213544,0.00631424,0,0,0.000209384,0.313847,0.248254,0.000172677,0,0,0.00264117,0.210101,0.00610224,0,0,4.20341E-005,0.101529,0,0,0,0,0,0.00574589,0,0,0,0,0.00917739,0.00859602,0,0,0,0,0.00381885,0,0,0,0,0.00244108,0.000142841,0,0,0,0,0.00536773,0.000236124,0,0,0.000006322,0.00921505,0.00520867,3.55712E-006,0,0,2.63163E-005,0.00529533,0.000183642,0,0,1.18763E-006,0.00221003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126554,0,0,0,0,0.00252244,0.000105379,0,0,0.000007116,0.010813,0.00563238,0.000003557,0,0,0,0.00320448,0.00015782,0,0,1.97753E-006,0.00339458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595046,0,0,0,0.00498604,0.297448,0.00708146,0,0,9.54004E-005,0.140388,0.0624255,0.000043109,0,6.39964E-005,0.00669192,0.343808,0.00829946,0,0,2.17978E-005,0.0458422,8.31621E-005,0,0,8.40219E-005,0.00101725,0.0560008,0.00134323,0,0,5.88546E-007,0.0029265,0.000616426,1.01948E-006,0,0.000422003,0.00125118,0.0578098,0.00195079,2.76158E-006,0,0,0.000628891
plate_1_3dwh.ply,fixed,0.000753481,0,0,0,0,0,0,0,0,0,0.182476,0.00597375,0,0,0,0,0,0,0,0,0,0.303409,0,0,0,0,0,0,0,0,0,0,0.0246508,0.000254715,0,0,0,0,0,0,0,0,0,0.00989253,0.000684907,0,0,0,0,0,0,0,0,0,0.174529,0.00541551,0,0,0,0,0,0,0,0,0,0.300672,0,0,0,0,0,0,0,0,0,0,0.0231881,0.000233613,0,0,0,0,0,0,0,0,0,0.00956901,0.000821197,0,0,0,0,0,0,0,0,0,0.179703,0.00639501,0,0,0,0,0,0,0,0,0,0.306793,0,0,0,0,0,0,0,0,0,0,0.0216051,0.000274177,0,0,0,0,0,0,0,0,0,0.00965302,0.000889295,0,0,0,0,0,0,0,0,0,0.179633,0.00697966,0,0,0,0,0,0,0,0,0,0.303212,0,0,0,0,0,0,0,0,0,0,0.021884,0.000297049,0,0,0,0,0,0,0,0,0,0.00961297,0.000889464,0,0,0,0,0,0,0,0,0,0.183548,0.00701325,0,0,0,0,0,0,0,0,0,0.305354,0,0,0,0,0,0,0,0,0,0,0.021601,0.000298356,0,0,0,0,0,0,0,0,0,0.00933816,0.000821492,0,0,0,0,0,0,0,0,0,0.179506,0.00645393,0,0,0,0,0,0,0,0,0,0.297121,0,0,0,0,0,0,0,0,0,0,0.0232662,0.000275877,0,0,0,0,0,0,0,0,0,0.0094848,0.000685711,0,0,0,0,0,0,0,0,0,0.177804,0.00541341,0,0,0,0,0,0,0,0,0,0.303644,0,0,0,0,0,0,0,0,0,0,0.023183,0.000238965,0,0,0,0,0,0,0,0,0,0.00960112,0.00075387,0,0,0,0,0,0,0,0,0,0.179268,0.0059795,0,0,0,0,0,0,0,0,0,0.307496,0,0,0,0,0,0,0,0,0,4.7014E-011,0.0230458,0.000256872,0,0,0,0,0,0,0,0,0,0.00968802
