Name,Joint,Contact,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80,Feature81,Feature82,Feature83,Feature84,Feature85,Feature86,Feature87,Feature88,Feature89,Feature90,Feature91,Feature92,Feature93,Feature94,Feature95,Feature96,Feature97,Feature98,Feature99,Feature100,Feature101,Feature102,Feature103,Feature104,Feature105,Feature106,Feature107,Feature108,Feature109,Feature110,Feature111,Feature112,Feature113,Feature114,Feature115,Feature116,Feature117,Feature118,Feature119,Feature120,Feature121,Feature122,Feature123,Feature124,Feature125,Feature126,Feature127,Feature128,Feature129,Feature130,Feature131,Feature132,Feature133,Feature134,Feature135,Feature136,Feature137,Feature138,Feature139,Feature140,Feature141,Feature142,Feature143,Feature144,Feature145,Feature146,Feature147,Feature148,Feature149,Feature150,Feature151,Feature152,Feature153,Feature154,Feature155,Feature156,Feature157,Feature158,Feature159,Feature160,Feature161,Feature162,Feature163,Feature164,Feature165,Feature166,Feature167,Feature168,Feature169,Feature170,Feature171,Feature172,Feature173,Feature174,Feature175,Feature176,Feature177,Feature178,Feature179,Feature180,Feature181,Feature182,Feature183,Feature184,Feature185,Feature186,Feature187,Feature188,Feature189,Feature190,Feature191,Feature192,Feature193,Feature194,Feature195,Feature196,Feature197,Feature198,Feature199,Feature200,Feature201,Feature202,Feature203,Feature204,Feature205,Feature206,Feature207,Feature208,Feature209,Feature210,Feature211,Feature212,Feature213,Feature214,Feature215,Feature216,Feature217,Feature218,Feature219,Feature220,Feature221,Feature222,Feature223,Feature224,Feature225,Feature226,Feature227,Feature228,Feature229,Feature230,Feature231,Feature232,Feature233,Feature234,Feature235,Feature236,Feature237,Feature238,Feature239,Feature240,Feature241,Feature242,Feature243,Feature244,Feature245,Feature246,Feature247,Feature248,Feature249,Feature250,Feature251,Feature252,Feature253,Feature254,Feature255,Feature256,Feature257,Feature258,Feature259,Feature260,Feature261,Feature262,Feature263,Feature264,Feature265,Feature266,Feature267,Feature268,Feature269,Feature270,Feature271,Feature272,Feature273,Feature274,Feature275,Feature276,Feature277,Feature278,Feature279,Feature280,Feature281,Feature282,Feature283,Feature284,Feature285,Feature286,Feature287,Feature288,Feature289,Feature290,Feature291,Feature292,Feature293,Feature294,Feature295,Feature296,Feature297,Feature298,Feature299,Feature300,Feature301,Feature302,Feature303,Feature304,Feature305,Feature306,Feature307,Feature308,Feature309,Feature310,Feature311,Feature312,Feature313,Feature314,Feature315,Feature316,Feature317,Feature318,Feature319,Feature320,Feature321,Feature322,Feature323,Feature324,Feature325,Feature326,Feature327,Feature328,Feature329,Feature330,Feature331,Feature332,Feature333,Feature334,Feature335,Feature336,Feature337,Feature338,Feature339,Feature340,Feature341,Feature342,Feature343,Feature344,Feature345,Feature346,Feature347,Feature348,Feature349,Feature350,Feature351,Feature352
chopstick_2_3dwh1.ply,fixed,point,0.00067425,0,0,0,0.015677,0.379594,5.66782E-005,0,0,6.94558E-006,0.0104752,0.0134098,9.34431E-006,0,0,0.0155464,0.378401,0,0,0,1.39451E-006,0.0027729,7.34071E-005,0,0,0,0.00156714,0.0491308,0.000521867,0,0,2.18815E-006,0.00181424,0.000400575,2.0968E-007,0,7.15703E-005,0.00162616,0.0491305,0.000349789,0,0,0.000000922,0.00158034,0.000140758,0,0,0,9.10769E-005,0.0024762,0,0,0,6.26481E-006,0.00923967,0.00600708,3.82724E-006,0,0,0,0.000663918,0,0,0,3.1285E-006,0.00461435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161165,0,0,0,0.000182761,0.00405409,0,0,0,5.24281E-006,0.00812531,0.00665378,4.53559E-006,0,0,2.28789E-005,0.00105659,0,0,0,3.84435E-006,0.00553435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025389,0,0,0,0.00922771,0.221208,9.43336E-007,0,0,0.00016599,0.248636,0.200658,0.0001376,0,0,0.00837466,0.204106,0,0,0,4.21102E-005,0.0903693,0,0,0,0,0,0.00579479,0,0,0,0,0.00748836,0.00693378,0,0,0,0,0.00426037,0,0,0,0,0.00216638,0.0287034,0,0,0,0.00259703,0.215354,0.00632341,0,0,0.000168349,0.250681,0.220086,0.000155002,0,0,0.00237609,0.193275,0.00504586,0,0,3.50515E-005,0.0830971,0,0,0,0,0,0.00623571,0,0,0,0,0.00698822,0.00786767,0,0,0,0,0.00374137,0,0,0,0,0.00155524,0.000209559,0,0,0,2.28572E-005,0.00315423,0.000114311,0,0,6.63553E-006,0.00975596,0.00521846,3.49675E-006,0,0,2.28752E-005,0.00352132,0.000114169,0,0,1.40026E-006,0.00257488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018856,0,0,0,0,0.0030072,0.000113671,0,0,5.93046E-006,0.00871348,0.00652091,4.5324E-006,0,0,0,0.00181586,4.55021E-005,0,0,1.73389E-006,0.00259484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000395324,0,0,0,0.0062437,0.381735,0.00940653,0,0,4.17389E-006,0.00624536,0.0094182,6.23386E-006,0,5.67095E-005,0.00680212,0.38759,0.00949625,0,0,0,0.000626866,0,0,0,7.44545E-005,0.000970957,0.0519167,0.00112825,0,0,0,0.000367231,0.000073938,0,1.36835E-005,0.000386341,0.00138975,0.0516799,0.00137376,1.23206E-005,0,1.3558E-007,0.000615294
mug_1_3dwh2.ply,fixed,no,0.0302744,0,0,0,0,0,0,0,0,5.25313E-008,0.325576,0.308982,5.17773E-008,0,0,0,0,0,0,0,1.00538E-008,0.0866912,0,0,0,0,0,0,0,0,0,0,0.00580251,0.00600484,0,0,0,0,0,0,0,0,0,0.000218388,0.0119476,0,0,0,0,0,0,0,0,2.84021E-008,0.174173,0.163056,2.6894E-008,0,0,0,0,0,0,0,4.77558E-009,0.0395493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116209,0,0,0,0,0,0,0,0,2.78994E-008,0.172753,0.161674,2.66427E-008,0,0,0,0,0,0,0,0.000000005,0.0408402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299968,0,0,0,0,0,0,0,0,5.1526E-008,0.319333,0.310769,5.17773E-008,0,0,0,0,0,0,0,1.08079E-008,0.0922928,0,0,0,0,0,0,0,0,0,0,0.00563525,0.00540016,0,0,0,0,0,0,0,0,0,0.000114906,0.0369194,0,0,0,0,0,0,0,0,6.20825E-008,0.348938,0.301324,5.42908E-008,0,0,0,0,0,0,0,9.29981E-009,0.0941612,0.00648754,0,0,0,0,0,0,0,0,7.79173E-009,0.0713285,0.0715577,8.79712E-009,0,0,0,0,0,0,0,7.54038E-010,0.0121248,0,0,0,0,0,0,0,0,0,0,0.00252875,0.00176732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000429494,0.000512852,0,0,0,0,0,0,0,0,0,2.11889E-005,0,0,0,0,0,0,0,0,0,0,0.00235899,0.00179467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000518975,0.000553711,0,0,0,0,0,0,0,0,0,0,0.036177,0,0,0,0,0,0,0,0,6.50987E-008,0.358645,0.293467,5.27827E-008,0,0,0,0,0,0,0,2.51346E-009,0.062064,0.00682527,0,0,0,0,0,0,0,0,9.8025E-009,0.0827558,0.0741603,9.29981E-009,0,0,0,0,0,0,0,2.51346E-010,0.00893826
tablefork_13_3dwh1.ply,fixed,no,0.0313721,0,0,0,0,0,0,0,0,5.10496E-010,0.338956,0.250349,5.38856E-010,0,0,0,0,0,0,0,5.67217E-011,0.145676,0,0,0,0,0,0,0,0,0,2.83609E-011,0.0200085,0.0112752,0,0,0,0,0,0,0,0,0,0.00979808,0.0012839,0,0,0,0,0,0,0,0,6.523E-010,0.0261428,0.0173196,4.53774E-010,0,0,0,0,0,0,0,1.98526E-010,0.00997684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188433,0,0,0,0,0,0,0,0,0,0.0347151,0.0231916,0,0,0,0,0,0,0,0,0,0.0134921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419828,0,0,0,0,0,0,0,0,1.46342E-008,0.421612,0.322256,1.0607E-008,0,0,0,0,0,0,0,3.1906E-009,0.1407,0,0,0,0,0,0,0,0,0,0,0.0173313,0.0126377,0,0,0,0,0,0,0,0,0,0.00421443,0.0371925,0,0,0,0,0,0,0,0,7.71416E-009,0.37673,0.29474,7.28874E-009,0,0,0,0,0,0,0,1.67329E-009,0.114851,0,0,0,0,0,0,0,0,0,0,0.0163998,0.0119306,0,0,0,0,0,0,0,0,0,0.00385473,0.0017311,0,0,0,0,0,0,0,0,0,0.0345656,0.0227066,0,0,0,0,0,0,0,0,0,0.0126707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120732,0,0,0,0,0,0,0,0,4.82135E-010,0.0258401,0.0171876,3.97052E-010,0,0,0,0,0,0,0,3.4033E-010,0.0102411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369062,0,0,0,0,0,0,0,0,2.55248E-010,0.376989,0.276551,2.26887E-010,0,0,0,0,0,0,0,0,0.159879,0,0,0,0,0,0,0,0,0,1.41804E-011,0.0209618,0.0124749,0,0,0,0,0,0,0,0,0,0.00949621
pen_1_3dwh2.ply,fixed,point,0.0339473,0,0,0,0.0248014,0.00308318,0.00622541,0,0,0.000501583,0.356328,0.325395,0.000381042,0,0,0.0378334,0.00437086,0.00282651,0,0,3.60299E-005,0.055474,0.00122242,0,0,0,0.00166408,0.00011501,0.00107598,0,0,2.08117E-005,0.0212544,0.0168092,1.65365E-005,0,0,0.0024417,0.00020831,0.000364595,0,0,1.69071E-006,0.00457679,0.00217505,0,0,0,0.00402022,0.000437952,0,0,0,3.96483E-005,0.0448727,0.0417537,4.52907E-005,0,0,0.00343061,0.00032276,0,0,0,4.72205E-006,0.00528885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241421,0,0,0,0.00349113,0.000368586,0,0,0,8.30179E-005,0.0487827,0.0438769,5.44789E-005,0,0,0.00431951,0.000460717,0,0,0,0.000005828,0.00533367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340257,0,0,0,0.0347784,0.00443006,0.011412,0,0,0.00054241,0.368105,0.33052,0.000304356,0,0,0.0565966,0.00664377,0.00492207,0,0,4.88199E-005,0.0560336,0,0,0,0,0.00122399,0,0.000212564,0,0,0,0.0098991,0.00900092,0,0,0,0.00185618,0,0,0,0,0,0.000646612,0.0373139,1.61692E-005,0,0,0.00349471,0.00805496,0.069507,0,0,0.000451337,0.337471,0.348485,0.000328117,0,0,0.00994787,0.00567554,0.0464486,0,0,0.000000788,0.0482938,6.46607E-006,0,0,0,0,0,0.00212471,0,0,0,0.00929749,0.00882943,0,0,0,0.000140642,0,0.00203784,0,0,0,0.000525341,0.00246687,1.14471E-006,0,0,0,0.000784153,0.00724199,0,0,4.03124E-005,0.0425346,0.0417069,7.85888E-005,0,0,1.35364E-005,0.000507236,0.00512698,0,0,3.35607E-007,0.00492385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286855,5.34941E-006,0,0,0,0.000253502,0.00267872,0,0,0.000060388,0.0453995,0.043644,4.58619E-005,0,0,6.41484E-006,0.000322663,0.00317795,0,0,9.72463E-008,0.0049634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363319,8.0301E-006,0,0,0.00223036,0.00375171,0.0328081,0,0,0.000410478,0.348968,0.340112,0.000440234,0,0,0.00510819,0.00324413,0.0266424,0,0,3.23807E-006,0.0502431,0.00144281,0,0,0,0.000124744,0.000367426,0.00399045,0,0,1.47648E-005,0.0197167,0.0177061,2.37482E-005,0,0,0.000647467,0.000253074,0.00307184,0,0,2.75464E-006,0.00366757
meshspatula_1_3dwh2.ply,fixed,no,0.00382061,0,0,0,0,0,0,0,0,9.41738E-007,0.438001,0.0315631,6.96888E-008,0,0,0,0,0,0,0,4.42887E-007,0.25718,0,0,0,0,0,0,0,0,0,3.02692E-008,0.0461565,0,0,0,0,0,0,0,0,0,0,0.00733871,0.00859764,0,0,0,0,0,0,0,0,5.4589E-008,0.0377272,0.0672519,1.53068E-007,0,0,0,0,0,0,0,1.49224E-007,0.0725585,0,0,0,0,0,0,0,0,0,0,3.41169E-006,0,0,0,0,0,0,0,0,0,0,2.9186E-006,0.0108992,0,0,0,0,0,0,0,0,0,0.0114961,0.0953011,1.98263E-007,0,0,0,0,0,0,0,1.60618E-007,0.0708503,0,0,0,0,0,0,0,0,0,0,0,0.000008074,0,0,0,0,0,0,0,0,0,0,0.0356155,0,0,0,0,0,0,0,0,7.94549E-007,0.350714,0.273549,6.08933E-007,0,0,0,0,0,0,0,1.70099E-007,0.125598,0,0,0,0,0,0,0,0,0,1.38647E-008,0.0331515,0.00149688,0,0,0,0,0,0,0,0,2.2267E-009,0.00206015,0.0353769,0,0,0,0,0,0,0,0,7.86912E-007,0.347377,0.271846,6.01401E-007,0,0,0,0,0,0,0,1.75214E-007,0.127537,5.68361E-005,0,0,0,0,0,0,0,0,1.11509E-008,0.0323814,0.00182694,1.54825E-009,0,0,0,0,0,0,0,3.39224E-009,0.00205339,0.0109793,0,0,0,0,0,0,0,0,0,0.0115847,0.0958599,1.98837E-007,0,0,0,0,0,0,0,1.61697E-007,0.0716238,0,0,0,0,0,0,0,0,0,0,0,7.60869E-006,0,0,0,0,0,0,0,0,0,0,0.00863339,0,0,0,0,0,0,0,0,0.000000059,0.039659,0.0679357,1.53712E-007,0,0,0,0,0,0,0,1.49833E-007,0.0736087,0,0,0,0,0,0,0,0,0,0,0.000003085,0,0,0,0,0,0,0,0,0,0,4.50741E-006,0.00376107,0,0,0,0,0,0,0,0,9.36606E-007,0.436162,0.0310625,6.8558E-008,0,0,0,0,0,0,0,4.34381E-007,0.253955,0,0,0,0,0,0,0,0,0,2.72597E-008,0.0452338,0,0,0,0,0,0,0,0,0,0,0.00695025
bottle_1_3dwh1.ply,fixed,no,0.0112727,0,0,0,0,0,0,0,0,1.88515E-006,0.237788,0.245328,4.85759E-006,0,0,0,0,0,0,0,0,0.0102446,0.0108566,0,0,0,0,0,0,0,0,0.000226586,0.135172,0.123112,0.000248303,0,0,0,0,0,0,0,0,0.0124475,0.0114915,0,0,0,0,0,0,0,0,2.55236E-008,0.197907,0.200017,2.41942E-008,0,0,0,0,0,0,0,0,0.0111277,0,0,0,0,0,0,0,0,0,0,0.00958412,0.00949036,0,0,0,0,0,0,0,0,0,0,0.0111656,0,0,0,0,0,0,0,0,2.41942E-008,0.186214,0.198728,2.41942E-008,0,0,0,0,0,0,0,0,0.0101374,0,0,0,0,0,0,0,0,0,0,0.00766333,0.00844414,0,0,0,0,0,0,0,0,0,0.000008064,0.0186401,0,0,0,0,0,0,0,0,0.00010834,0.305857,0.298167,9.24792E-005,0,0,0,0,0,0,0,6.68664E-008,0.0209684,0.00527205,0,0,0,0,0,0,0,0,0.0001275,0.0793983,0.0753249,0.000105391,0,0,0,0,0,0,0,2.92458E-009,0.00715542,0.0181674,0,0,0,0,0,0,0,0,9.79281E-005,0.302456,0.293113,0.000103455,0,0,0,0,0,0,0,0,0.0191612,0.00553929,0,0,0,0,0,0,0,0,0.000113194,0.0800109,0.0778628,0.000131157,0,0,0,0,0,0,0,0,0.00574187,0.0112383,0,0,0,0,0,0,0,0,2.76505E-008,0.195966,0.197682,2.84481E-008,0,0,0,0,0,0,0,0,0.0108671,0,0,0,0,0,0,0,0,0,0,0.00862177,0.00883545,0,0,0,0,0,0,0,0,0,0,0.0106429,0,0,0,0,0,0,0,0,2.39283E-008,0.1934,0.191914,2.44601E-008,0,0,0,0,0,0,0,0,0.0104434,0,0,0,0,0,0,0,0,0,0,0.00920394,0.00895722,0,0,0,0,0,0,0,0,0,0,0.0112817,0,0,0,0,0,0,0,0,2.12244E-006,0.240716,0.250213,2.00294E-006,0,0,0,0,0,0,0,0,0.0108746,0.012587,0,0,0,0,0,0,0,0,0.000219607,0.132957,0.13418,0.000247189,0,0,0,0,0,0,0,0,0.0121393
scissor1_2.ply,revolute,point,0,0,0,0,0,0,0,0,0,4.99302E-007,0.136677,0,0,0,0,0,0,0,0,0,6.33289E-007,0.157189,0,0,0,0,0,0,0,0,0,0.000000352,0.0831857,0,0,0,0,0,0,0,0,0,2.29419E-007,0.066652,0,0,0,0,0,0,0,0,0,9.97078E-007,0.254665,0,0,0,0,0,0,0,0,0,9.81427E-007,0.254714,0,0,0,0,0,0,0,0,0,0,0.0101649,0,0,0,0,0,0,0,0,0,0,0.00661647,0,0,0,0,0,0,0,0,0,5.97407E-007,0.157382,0,0,0,0,0,0,0,0,0,6.1573E-007,0.163369,0,0,0,0,0,0,0,0,0,0,0.000058219,0,0,0,0,0,0,0,0,0,0,0.000091713,0,0,0,0,0,0,0,0,0,1.39331E-006,0.36554,0,0,0,0,0,0,0,0,0,1.52692E-006,0.389826,0,0,0,0,0,0,0,0,0,0,0.0101999,0,0,0,0,0,0,0,0,0,0,0.0100156,0,0,0,0,0,0,0,0,0,1.48989E-006,0.375069,0,0,0,0,0,0,0,0,0,1.0822E-006,0.302626,0,0,0,0,0,0,0,0,0,0,0.0108548,0,0,0,0,0,0,0,0,0,0,0.00627226,0,0,0,0,0,0,0,0,0,6.5543E-007,0.173783,0,0,0,0,0,0,0,0,0,0.000000652,0.169676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10744E-005,0,0,0,0,0,0,0,0,0,1.05166E-006,0.270617,0,0,0,0,0,0,0,0,0,1.10892E-006,0.281704,0,0,0,0,0,0,0,0,0,0,0.00975259,0,0,0,0,0,0,0,0,0,0,0.0115303,0,0,0,0,0,0,0,0,0,3.63407E-007,0.102096,0,0,0,0,0,0,0,0,0,4.77925E-007,0.123476,0,0,0,0,0,0,0,0,0,2.28274E-007,0.0564254,0,0,0,0,0,0,0,0,0,3.16836E-007,0.0710087
meshspatula_1_3dwh1.ply,fixed,no,0.112928,0.000000005,0,0,0,0,0,0,0,2.26927E-008,0.302177,0.377651,2.73015E-008,0,0,0,0,0,0,0,0,0.0388165,0.00328097,3.51824E-011,0,0,0,0,0,0,0,5.27736E-011,0.0126337,0.0159926,1.05547E-010,0,0,0,0,0,0,0,0,8.45898E-005,0.00812924,2.63868E-010,0,0,0,0,0,0,0,8.09195E-010,0.0164957,0.0233311,0.000000001,0,0,0,0,0,0,0,0,0.000931522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00801043,3.34233E-010,0,0,0,0,0,0,0,7.91604E-010,0.0174198,0.0240109,1.23138E-009,0,0,0,0,0,0,0,0,0.000937221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117596,5.08386E-009,0,0,0,0,0,0,0,2.17075E-008,0.301062,0.377195,0.000000026,0,0,0,0,0,0,0,0,0.0386044,0.00330467,0,0,0,0,0,0,0,0,0,0.0114745,0.0147408,0,0,0,0,0,0,0,0,0,0,0.117073,5.36532E-009,0,0,0,0,0,0,0,2.44342E-008,0.298539,0.382527,0.000000029,0,0,0,0,0,0,0,0,0.0382315,0.00322412,0,0,0,0,0,0,0,0,0,0.0114734,0.0147794,0,0,0,0,0,0,0,0,0,0,0.00735814,3.16642E-010,0,0,0,0,0,0,0,0.000000001,0.0172294,0.0238857,1.51284E-009,0,0,0,0,0,0,0,0,0.000978258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00767702,3.34233E-010,0,0,0,0,0,0,0,8.97151E-010,0.0171304,0.0234972,1.49525E-009,0,0,0,0,0,0,0,0,0.000958029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113452,5.34773E-009,0,0,0,0,0,0,0,2.38009E-008,0.301748,0.377247,3.03976E-008,0,0,0,0,0,0,0,0,0.0387007,0.00339579,7.03648E-011,0,0,0,0,0,0,0,7.03648E-011,0.0127404,0.0156216,5.27736E-011,0,0,0,0,0,0,0,0,0.000112898
ladle_1_3dwh2.ply,fixed,no,0,0,0,0,0,0,0,0,0,2.49786E-006,0.336153,0,0,0,0,0,0,0,0,0,2.57691E-006,0.360173,0,0,0,0,0,0,0,0,0,0,0.0235652,0,0,0,0,0,0,0,0,0,0,0.00371594,0,0,0,0,0,0,0,0,0,0,0.00794065,0,0,0,0,0,0,0,0,0,7.61054E-007,0.098862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91018E-008,0.0143385,0,0,0,0,0,0,0,0,0,7.93373E-007,0.0998941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94754E-006,0.382744,0,0,0,0,0,0,0,0,0,0.000002036,0.301086,0,0,0,0,0,0,0,0,0,7.89456E-008,0.0305627,0,0,0,0,0,0,0,0,0,0,0.00555346,0,0,0,0,0,0,0,0,0,2.93851E-006,0.382255,0,0,0,0,0,0,0,0,0,2.04185E-006,0.301281,0,0,0,0,0,0,0,0,0,1.10286E-007,0.0288291,0,0,0,0,0,0,0,0,0,0,0.00516491,0,0,0,0,0,0,0,0,0,0.000000029,0.0144582,0,0,0,0,0,0,0,0,0,7.78088E-007,0.0982124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00825487,0,0,0,0,0,0,0,0,0,8.10233E-007,0.104543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49149E-006,0.334651,0,0,0,0,0,0,0,0,0,2.54511E-006,0.35695,0,0,0,0,0,0,0,0,0,0,0.0236297,0,0,0,0,0,0,0,0,0,0,0.00361535
fyingpan_4_3dwh2.ply,fixed,no,0.0489003,1.44105E-009,0,0,0,0,0,0,0,1.40797E-008,0.154034,0.305876,2.43443E-008,0,0,0,0,0,0,0,0,0.019656,0.00183185,0,0,0,0,0,0,0,0,3.20102E-009,0.0532518,0.0133188,0,0,0,0,0,0,0,0,0,0.00367958,0.0477483,9.33138E-010,0,0,0,0,0,0,0,1.02409E-008,0.155036,0.308816,2.01038E-008,0,0,0,0,0,0,0,0,0.0198522,0.00163991,0,0,0,0,0,0,0,0,2.26788E-009,0.0504904,0.0134499,0,0,0,0,0,0,0,0,0,0.00334186,0.0476458,1.193E-009,0,0,0,0,0,0,0,1.17528E-008,0.154624,0.309324,2.17929E-008,0,0,0,0,0,0,0,0,0.0197406,0.00162888,0,0,0,0,0,0,0,0,2.27969E-009,0.0509393,0.0134475,0,0,0,0,0,0,0,0,0,0.00341048,0.0488629,9.21326E-010,0,0,0,0,0,0,0,1.0359E-008,0.154087,0.309333,1.54381E-008,0,0,0,0,0,0,0,0,0.0196824,0.0017766,0,0,0,0,0,0,0,0,2.75217E-009,0.0523873,0.0134215,0,0,0,0,0,0,0,0,0,0.00356567,0.0491679,2.12614E-010,0,0,0,0,0,0,0,3.29551E-009,0.151804,0.310047,8.30375E-009,0,0,0,0,0,0,0,0,0.0193146,0.00179127,0,0,0,0,0,0,0,0,1.07488E-009,0.0560013,0.0135327,0,0,0,0,0,0,0,0,0,0.00400635,0.0502811,4.72475E-010,0,0,0,0,0,0,0,2.05527E-009,0.147197,0.313065,0.000000016,0,0,0,0,0,0,0,0,0.0188129,0.00190271,0,0,0,0,0,0,0,0,6.14217E-010,0.0546553,0.0137904,0,0,0,0,0,0,0,0,0,0.00393152,0.0504838,1.31112E-009,0,0,0,0,0,0,0,1.1552E-008,0.143401,0.313304,0.000000024,0,0,0,0,0,0,0,0,0.0182107,0.00193385,0,0,0,0,0,0,0,0,2.51593E-009,0.0510559,0.0136363,0,0,0,0,0,0,0,0,0,0.00353037,0.0488625,1.13394E-009,0,0,0,0,0,0,0,1.18473E-008,0.154895,0.310389,2.16512E-008,0,0,0,0,0,0,0,0,0.019766,0.00175739,0,0,0,0,0,0,0,0,3.13015E-009,0.0558175,0.0135945,0,0,0,0,0,0,0,0,0,0.00394123
bottle_8_3dwh2.ply,fixed,no,0.0206864,0,0,0,0,0,0,0,0,0.000107917,0.303815,0.304449,0.000107654,0,0,0,0,0,0,0,3.3011E-006,0.0284863,0.00651222,0,0,0,0,0,0,0,0,6.66352E-005,0.0586085,0.0742422,0.000109711,0,0,0,0,0,0,0,0,0.00532697,0.00472516,0,0,0,0,0,0,0,0,3.27091E-005,0.0961262,0.0856713,2.92466E-005,0,0,0,0,0,0,0,3.28505E-006,0.0148229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515194,0,0,0,0,0,0,0,0,2.93598E-005,0.0866903,0.104255,3.59719E-005,0,0,0,0,0,0,0,0,0.00522502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283983,0,0,0,0,0,0,0,0,0.00154171,0.376734,0.345958,0.000777919,0,0,0,0,0,0,0,0,0.0301328,0,0,0,0,0,0,0,0,0,0,0.0232881,0.022642,0,0,0,0,0,0,0,0,0,0,0.0318806,0,0,0,0,0,0,0,0,0.00965367,0.349626,0.379316,0.000616126,0,0,0,0,0,0,0,0.00147667,0.0432846,0,0,0,0,0,0,0,0,0,0.00111955,0.0186537,0.0200342,0,0,0,0,0,0,0,0,0,0.00202824,0.00348689,0,0,0,0,0,0,0,0,3.27794E-005,0.0968789,0.0796853,0.00002622,0,0,0,0,0,0,0,0,0.00506364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543588,0,0,0,0,0,0,0,0,3.25783E-005,0.0968939,0.0980908,3.26166E-005,0,0,0,0,0,0,0,0,0.0065812,0,0,0,0,0,0,0,0,0,0,0.000142554,0.000129494,0,0,0,0,0,0,0,0,0,0,0.020421,0,0,0,0,0,0,0,0,0.00011443,0.320268,0.300281,0.000107644,0,0,0,0,0,0,0,0,0.0204131,0.00485165,0,0,0,0,0,0,0,0,0.000139946,0.0574422,0.058858,0.000335255,0,0,0,0,0,0,0,0,0.00499485
